Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
001150218,M15,00034252,Medical Incident,04/24/2000,04/24/2000,04/24/2000 05:36:40 PM,04/24/2000 05:37:00 PM,04/24/2000 05:37:37 PM,,04/24/2000 05:39:56 PM,,,No Merit,04/24/2000 05:45:53 PM,GENEVA AV/LOUISBURG ST,SF,94112,B09,15,8315,3,3,3,true,,1,MEDIC,2,9,7,Oceanview/Merced/Ingleside,"(37.7217524125404, -122.449295742251)",001150218-M15
001150219,M14,00034253,Medical Incident,04/24/2000,04/24/2000,04/24/2000 05:38:51 PM,04/24/2000 05:39:12 PM,04/24/2000 05:39:44 PM,04/24/2000 05:40:40 PM,04/24/2000 05:47:10 PM,,,Other,04/24/2000 06:03:40 PM,800 Block of 47TH AVE,SF,94121,B07,34,7277,1,1,2,true,,1,MEDIC,1,7,1,Outer Richmond,"(37.7724233373066, -122.507888504201)",001150219-M14
001150220,E03,00034254,Alarms,04/24/2000,04/24/2000,04/24/2000 05:39:17 PM,04/24/2000 05:39:43 PM,04/24/2000 05:40:10 PM,04/24/2000 05:41:24 PM,04/24/2000 05:43:14 PM,,,Other,04/24/2000 05:51:48 PM,100 Block of JONES ST,SF,94102,B03,01,1456,3,3,3,false,,1,ENGINE,2,3,6,Tenderloin,"(37.7825474000421, -122.412247935495)",001150220-E03
001150221,E39,00034256,Medical Incident,04/24/2000,04/24/2000,04/24/2000 05:39:41 PM,04/24/2000 05:42:05 PM,04/24/2000 05:42:47 PM,04/24/2000 05:44:14 PM,04/24/2000 05:46:24 PM,,,Other,04/24/2000 05:57:20 PM,FOREST SIDE AV/ULLOA ST,SF,94127,B08,39,8616,3,3,3,false,,1,ENGINE,1,8,7,West of Twin Peaks,"(37.7415033476138, -122.468561096869)",001150221-E39
001150221,M12,00034256,Medical Incident,04/24/2000,04/24/2000,04/24/2000 05:39:41 PM,04/24/2000 05:42:05 PM,04/24/2000 05:42:47 PM,04/24/2000 05:43:14 PM,04/24/2000 05:53:09 PM,,,Other,04/24/2000 06:11:34 PM,FOREST SIDE AV/ULLOA ST,SF,94127,B08,39,8616,3,3,3,true,,1,MEDIC,2,8,7,West of Twin Peaks,"(37.7415033476138, -122.468561096869)",001150221-M12
001150222,E05,00034257,Medical Incident,04/24/2000,04/24/2000,04/24/2000 05:40:59 PM,04/24/2000 05:42:21 PM,04/24/2000 05:43:59 PM,04/24/2000 05:45:58 PM,04/24/2000 05:48:13 PM,,,Other,04/24/2000 05:56:34 PM,500 Block of OAK ST,SF,94102,B02,05,3523,3,3,3,false,,1,ENGINE,1,2,5,Hayes Valley,"(37.7743391857975, -122.428373303516)",001150222-E05
001150222,M03,00034257,Medical Incident,04/24/2000,04/24/2000,04/24/2000 05:40:59 PM,04/24/2000 05:42:21 PM,04/24/2000 05:43:59 PM,04/24/2000 05:44:23 PM,04/24/2000 05:50:19 PM,04/24/2000 05:58:30 PM,04/24/2000 06:11:55 PM,Other,04/24/2000 06:26:12 PM,500 Block of OAK ST,SF,94102,B02,05,3523,3,3,3,true,,1,MEDIC,2,2,5,Hayes Valley,"(37.7743391857975, -122.428373303516)",001150222-M03
001150224,M35,00034259,Medical Incident,04/24/2000,04/24/2000,04/24/2000 05:54:38 PM,04/24/2000 05:55:22 PM,04/24/2000 05:56:14 PM,,04/24/2000 05:57:18 PM,,,Patient Declined Transport,04/24/2000 06:07:54 PM,6TH ST/TAYLOR ST,SF,94102,B03,01,2248,3,3,3,true,,1,MEDIC,1,3,6,South of Market,"(37.7822305756448, -122.410292026777)",001150224-M35
001150225,M17,00034260,Medical Incident,04/24/2000,04/24/2000,04/24/2000 05:52:54 PM,04/24/2000 05:56:16 PM,04/24/2000 05:56:52 PM,04/24/2000 05:59:44 PM,04/24/2000 06:03:59 PM,04/24/2000 06:20:29 PM,04/24/2000 07:07:11 PM,Other,04/24/2000 07:32:58 PM,900 Block of HOLLISTER AVE,SF,94124,B10,17,6612,3,3,3,true,,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7185445860974, -122.390193190205)",001150225-M17
001150226,E41,00034261,Medical Incident,04/24/2000,04/24/2000,04/24/2000 05:55:50 PM,04/24/2000 05:56:45 PM,04/24/2000 05:58:06 PM,04/24/2000 05:59:18 PM,04/24/2000 06:00:55 PM,04/24/2000 06:26:02 PM,04/24/2000 06:38:52 PM,Other,04/24/2000 07:02:38 PM,1400 Block of CALIFORNIA ST,SF,94109,B04,41,1635,E,E,3,false,,1,ENGINE,1,4,3,Nob Hill,"(37.7908262425025, -122.418204055856)",001150226-E41
001150226,RC1,00034261,Medical Incident,04/24/2000,04/24/2000,04/24/2000 05:55:50 PM,04/24/2000 05:56:45 PM,04/24/2000 05:58:06 PM,04/24/2000 05:59:57 PM,,,,Other,04/24/2000 06:22:42 PM,1400 Block of CALIFORNIA ST,SF,94109,B04,41,1635,E,E,3,true,,1,RESCUE CAPTAIN,4,4,3,Nob Hill,"(37.7908262425025, -122.418204055856)",001150226-RC1
001150227,M01,00034262,Medical Incident,04/24/2000,04/24/2000,04/24/2000 05:55:41 PM,04/24/2000 05:58:29 PM,04/24/2000 05:59:00 PM,04/24/2000 06:00:27 PM,04/24/2000 06:03:15 PM,,,Gone on Arrival,04/24/2000 06:04:54 PM,LARKIN ST/MCALLISTER ST,SF,94102,B02,03,1553,3,3,3,true,,1,MEDIC,2,2,6,Tenderloin,"(37.7804703413414, -122.416947606226)",001150227-M01
001150228,E33,00034263,Medical Incident,04/24/2000,04/24/2000,04/24/2000 05:59:51 PM,04/24/2000 06:01:07 PM,04/24/2000 06:01:17 PM,04/24/2000 06:02:17 PM,04/24/2000 06:04:23 PM,,,Other,04/24/2000 06:12:49 PM,3000 Block of ALEMANY BLVD,SF,94112,B09,33,8353,3,3,3,false,,1,ENGINE,1,9,11,Outer Mission,"(37.7109936859674, -122.453806729409)",001150228-E33
001150232,E25,00034267,Medical Incident,04/24/2000,04/24/2000,04/24/2000 06:14:04 PM,04/24/2000 06:14:34 PM,04/24/2000 06:14:59 PM,04/24/2000 06:16:25 PM,04/24/2000 06:20:56 PM,,,Other,04/24/2000 06:30:56 PM,0 Block of WEST POINT RD,SF,94124,B10,25,6556,3,3,3,false,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7353538209895, -122.380382266471)",001150232-E25
001150233,E01,00034268,Medical Incident,04/24/2000,04/24/2000,04/24/2000 06:13:08 PM,04/24/2000 06:15:13 PM,04/24/2000 06:17:35 PM,04/24/2000 06:19:01 PM,04/24/2000 06:23:03 PM,,,Other,04/24/2000 06:23:04 PM,1200 Block of MARKET ST,SF,94102,B02,27,2317,3,3,3,false,,1,ENGINE,2,2,6,Tenderloin,"(37.7783029377815, -122.415436837337)",001150233-E01
001150234,E40,00034269,Medical Incident,04/24/2000,04/24/2000,04/24/2000 06:16:59 PM,04/24/2000 06:17:35 PM,04/24/2000 06:18:21 PM,04/24/2000 06:20:00 PM,04/24/2000 06:25:22 PM,,,Other,04/24/2000 06:25:23 PM,MARTIN LUTHER KING DR/TRANSVERSE,SF,94122,B08,22,7367,3,3,3,true,,1,ENGINE,2,7,1,Golden Gate Park,"(37.7659166914074, -122.478258960471)",001150234-E40
001150235,84,00034272,Medical Incident,04/24/2000,04/24/2000,04/24/2000 06:16:09 PM,04/24/2000 06:23:44 PM,04/24/2000 06:28:07 PM,04/24/2000 06:42:04 PM,04/24/2000 06:52:43 PM,04/24/2000 07:20:21 PM,,Other,04/24/2000 07:42:22 PM,400 Block of SUTTER ST,SF,94108,B01,01,1324,2,2,2,true,,1,MEDIC,1,1,3,Financial District/South Beach,"(37.7893838867711, -122.407786956287)",001150235-84
001150236,M07,00034270,Medical Incident,04/24/2000,04/24/2000,04/24/2000 06:22:01 PM,04/24/2000 06:24:09 PM,04/24/2000 06:24:21 PM,04/24/2000 06:25:22 PM,04/24/2000 06:32:30 PM,04/24/2000 06:50:22 PM,04/24/2000 06:59:07 PM,Other,04/24/2000 07:17:21 PM,900 Block of BURNETT AVE,SF,94131,B06,24,5363,3,3,3,true,,1,MEDIC,2,6,8,Twin Peaks,"(37.7474821484555, -122.444848180753)",001150236-M07
001150237,M10,00034271,Medical Incident,04/24/2000,04/24/2000,04/24/2000 06:24:32 PM,04/24/2000 06:26:36 PM,04/24/2000 06:27:01 PM,04/24/2000 06:27:51 PM,04/24/2000 06:32:10 PM,,,Patient Declined Transport,04/24/2000 06:59:39 PM,2100 Block of CHESTNUT ST,SF,94123,B04,16,3661,3,3,3,true,,1,MEDIC,2,4,2,Marina,"(37.8004518556001, -122.438685860986)",001150237-M10
001150240,M03,00034274,Medical Incident,04/24/2000,04/24/2000,04/24/2000 06:33:26 PM,04/24/2000 06:37:03 PM,04/24/2000 06:37:32 PM,04/24/2000 06:38:01 PM,,,,Other,04/24/2000 06:40:44 PM,3RD ST/MISSION ST,SF,94103,B03,01,2178,3,3,3,true,,1,MEDIC,2,3,6,Financial District/South Beach,"(37.7862481508717, -122.402025420888)",001150240-M03
001150240,RS1,00034274,Medical Incident,04/24/2000,04/24/2000,04/24/2000 06:33:26 PM,04/24/2000 06:37:03 PM,04/24/2000 06:37:32 PM,04/24/2000 06:38:55 PM,,,,Other,04/24/2000 06:39:28 PM,3RD ST/MISSION ST,SF,94103,B03,01,2178,3,3,3,false,,1,RESCUE SQUAD,3,3,6,Financial District/South Beach,"(37.7862481508717, -122.402025420888)",001150240-RS1
001150241,RA32,00034275,Medical Incident,04/24/2000,04/24/2000,04/24/2000 06:40:01 PM,04/24/2000 06:40:29 PM,04/24/2000 06:42:24 PM,04/24/2000 06:44:49 PM,04/24/2000 06:54:06 PM,,,Other,04/24/2000 06:59:43 PM,0 Block of WILLS ST,SF,94124,B10,25,6556,1,1,2,true,,1,AIRPORT,1,10,10,Bayview Hunters Point,"(37.7361932827644, -122.378911946522)",001150241-RA32
001150242,E13,00034276,Alarms,04/24/2000,04/24/2000,04/24/2000 06:44:18 PM,04/24/2000 06:45:31 PM,04/24/2000 06:45:55 PM,04/24/2000 06:46:53 PM,04/24/2000 06:49:16 PM,,,Other,04/24/2000 06:55:19 PM,500 Block of MARKET ST,SF,94105,B01,13,1236,3,3,3,false,,1,ENGINE,2,3,6,Financial District/South Beach,"(37.790069767129, -122.400173175725)",001150242-E13
001150243,M18,00034277,Medical Incident,04/24/2000,04/24/2000,04/24/2000 06:43:48 PM,04/24/2000 06:46:36 PM,04/24/2000 06:47:18 PM,04/24/2000 06:48:43 PM,,04/24/2000 07:08:17 PM,04/24/2000 07:27:00 PM,Other,04/24/2000 07:38:55 PM,800 Block of GONZALEZ DR,SF,94132,B08,19,8482,3,3,3,true,,1,MEDIC,3,8,7,Lakeshore,"(37.7175027181002, -122.482376865113)",001150243-M18
001150244,E12,00034279,Alarms,04/24/2000,04/24/2000,04/24/2000 06:46:37 PM,04/24/2000 06:47:11 PM,04/24/2000 06:48:46 PM,04/24/2000 06:49:48 PM,04/24/2000 06:53:05 PM,,,Other,04/24/2000 06:59:19 PM,700 Block of PARNASSUS AVE,SF,94122,B08,12,7326,3,3,3,false,,1,ENGINE,2,5,5,Inner Sunset,"(37.7624428137898, -122.461350952018)",001150244-E12
001150246,RA32,00034280,Medical Incident,04/24/2000,04/24/2000,04/24/2000 06:48:24 PM,04/24/2000 06:50:50 PM,04/24/2000 07:02:48 PM,04/24/2000 07:03:15 PM,04/24/2000 07:12:54 PM,,,Other,04/24/2000 07:40:13 PM,3300 Block of 17TH ST,SF,94110,B02,07,5247,1,1,2,true,,1,AIRPORT,1,2,9,Mission,"(37.7633476358023, -122.419967703794)",001150246-RA32
001150247,E01,00034281,Medical Incident,04/24/2000,04/24/2000,04/24/2000 07:02:18 PM,04/24/2000 07:04:08 PM,04/24/2000 07:04:47 PM,04/24/2000 07:07:24 PM,,,,Other,04/24/2000 07:08:58 PM,100 Block of TURK ST,SF,94102,B03,01,1456,3,3,3,false,,1,ENGINE,2,3,6,Tenderloin,"(37.783163427134, -122.411599278937)",001150247-E01
001150247,M03,00034281,Medical Incident,04/24/2000,04/24/2000,04/24/2000 07:02:18 PM,04/24/2000 07:04:08 PM,04/24/2000 07:04:47 PM,04/24/2000 07:05:11 PM,04/24/2000 07:06:55 PM,,,Other,04/24/2000 07:30:15 PM,100 Block of TURK ST,SF,94102,B03,01,1456,3,3,3,true,,1,MEDIC,1,3,6,Tenderloin,"(37.783163427134, -122.411599278937)",001150247-M03
001150248,M15,00034282,Medical Incident,04/24/2000,04/24/2000,04/24/2000 07:04:06 PM,04/24/2000 07:06:01 PM,04/24/2000 07:10:56 PM,04/24/2000 07:14:26 PM,04/24/2000 07:28:07 PM,04/24/2000 07:43:41 PM,04/24/2000 07:54:16 PM,Other,04/24/2000 08:28:00 PM,400 Block of CASTENADA AVE,SF,94116,B08,39,8621,1,1,2,true,,1,MEDIC,1,8,7,West of Twin Peaks,"(37.7455453628297, -122.466858616608)",001150248-M15
001150249,A208,00034284,Medical Incident,04/24/2000,04/24/2000,04/24/2000 07:09:39 PM,04/24/2000 07:10:22 PM,04/24/2000 07:13:06 PM,04/24/2000 07:14:37 PM,04/24/2000 07:23:38 PM,04/24/2000 07:32:34 PM,04/24/2000 07:33:49 PM,Other,04/24/2000 07:43:55 PM,17TH ST/CASTRO ST,SF,94114,B05,06,5253,1,1,2,false,,1,PRIVATE,1,5,8,Castro/Upper Market,"(37.7626707090454, -122.435187962298)",001150249-A208
001150251,M09,00034286,Medical Incident,04/24/2000,04/24/2000,04/24/2000 07:20:42 PM,04/24/2000 07:22:08 PM,04/24/2000 07:25:21 PM,04/24/2000 07:26:39 PM,04/24/2000 07:30:44 PM,,,Other,04/24/2000 07:34:43 PM,SAN BRUNO AV/SILVER AV,SF,94134,B10,42,6362,1,1,2,true,,1,MEDIC,1,10,9,Portola,"(37.7324386586756, -122.405607549199)",001150251-M09
001150252,M43,00034285,Medical Incident,04/24/2000,04/24/2000,04/24/2000 07:23:26 PM,04/24/2000 07:24:20 PM,04/24/2000 07:24:55 PM,04/24/2000 07:26:17 PM,04/24/2000 07:32:59 PM,04/24/2000 07:44:44 PM,04/24/2000 07:56:52 PM,Other,04/24/2000 08:15:11 PM,5200 Block of 3RD ST,SF,94124,B10,17,6514,3,3,3,true,,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7303281973173, -122.39211884742)",001150252-M43
001150253,85,00034288,Medical Incident,04/24/2000,04/24/2000,04/24/2000 07:23:01 PM,04/24/2000 07:27:15 PM,04/24/2000 07:30:08 PM,04/24/2000 07:30:28 PM,04/24/2000 07:36:55 PM,04/24/2000 08:19:37 PM,,Other,,300 Block of DUNCAN ST,SF,94131,B06,11,5562,1,1,2,true,,1,MEDIC,1,6,8,Noe Valley,"(37.7460841691034, -122.428009132337)",001150253-85
001150254,E01,00034287,Medical Incident,04/24/2000,04/24/2000,04/24/2000 07:26:05 PM,04/24/2000 07:27:46 PM,04/24/2000 07:27:57 PM,04/24/2000 07:29:14 PM,,,,Other,04/24/2000 07:30:38 PM,1000 Block of HOWARD ST,SF,94103,B03,27,2314,3,3,3,false,,1,ENGINE,1,3,6,South of Market,"(37.7785992634984, -122.408503211368)",001150254-E01
001150255,T03,00034289,Alarms,04/24/2000,04/24/2000,04/24/2000 07:30:07 PM,04/24/2000 07:30:36 PM,04/24/2000 07:30:49 PM,04/24/2000 07:32:16 PM,04/24/2000 07:33:52 PM,,,Other,04/24/2000 07:43:59 PM,100 Block of REDWOOD ST,SF,94102,B02,03,3113,3,3,3,false,,1,TRUCK,3,2,6,Tenderloin,"(37.7807289242899, -122.419493147869)",001150255-T03
001150256,E29,00034290,Vehicle Fire,04/24/2000,04/24/2000,04/24/2000 07:35:02 PM,04/24/2000 07:35:15 PM,04/24/2000 07:35:48 PM,,04/24/2000 07:38:20 PM,,,Other,04/24/2000 07:50:17 PM,600 Block of TOWNSEND ST,SF,94103,B03,29,2275,3,3,3,false,,1,ENGINE,1,3,6,South of Market,"(37.7709789357353, -122.402816011063)",001150256-E29
001150258,E03,00034292,Medical Incident,04/24/2000,04/24/2000,04/24/2000 07:39:11 PM,04/24/2000 07:40:42 PM,04/24/2000 07:40:58 PM,04/24/2000 07:41:22 PM,04/24/2000 07:42:18 PM,,,Other,04/24/2000 07:47:29 PM,1000 Block of VAN NESS AVE,SF,94109,B04,03,3162,3,3,3,false,,1,ENGINE,1,4,6,Tenderloin,"(37.7849996426672, -122.421092281879)",001150258-E03
001150259,E41,00034293,Medical Incident,04/24/2000,04/24/2000,04/24/2000 07:44:40 PM,04/24/2000 07:45:41 PM,04/24/2000 07:47:34 PM,04/24/2000 07:48:39 PM,04/24/2000 07:50:21 PM,,,Other,04/24/2000 07:57:13 PM,JACKSON ST/POLK ST,SF,94109,B01,04,1633,3,3,3,false,,1,ENGINE,1,4,3,Russian Hill,"(37.7941439792326, -122.421404358563)",001150259-E41
001150261,84,00034295,Medical Incident,04/24/2000,04/24/2000,04/24/2000 07:48:31 PM,04/24/2000 07:49:16 PM,04/24/2000 07:50:35 PM,04/24/2000 07:51:20 PM,04/24/2000 07:55:52 PM,04/24/2000 08:10:15 PM,04/24/2000 08:40:41 PM,Other,04/24/2000 08:41:11 PM,500 Block of EDDY ST,SF,94102,B02,03,1643,1,1,2,true,,1,MEDIC,1,2,6,Tenderloin,"(37.7833590026921, -122.416694944048)",001150261-84
001150262,E11,00034294,Other,04/24/2000,04/24/2000,04/24/2000 07:49:12 PM,04/24/2000 07:49:38 PM,04/24/2000 07:49:53 PM,04/24/2000 07:53:41 PM,04/24/2000 07:56:19 PM,,,Other,04/24/2000 08:04:21 PM,1400 Block of SHOTWELL ST,SF,94110,B06,11,5663,3,3,3,false,,1,ENGINE,1,6,9,Bernal Heights,"(37.7458008691135, -122.414923868939)",001150262-E11
001150263,M18,00034296,Medical Incident,04/24/2000,04/24/2000,04/24/2000 07:47:38 PM,04/24/2000 07:50:43 PM,04/24/2000 07:52:50 PM,04/24/2000 07:53:44 PM,,04/24/2000 08:24:25 PM,04/24/2000 08:43:31 PM,Other,04/24/2000 09:20:28 PM,0 Block of THRIFT ST,SF,94112,B09,33,8465,2,2,2,true,,1,MEDIC,2,9,11,Oceanview/Merced/Ingleside,"(37.7175382138138, -122.455304908034)",001150263-M18
001150264,E40,00034297,Medical Incident,04/24/2000,04/24/2000,04/24/2000 07:53:31 PM,04/24/2000 07:54:43 PM,04/24/2000 07:54:59 PM,04/24/2000 07:55:53 PM,04/24/2000 07:59:19 PM,,,Other,04/24/2000 08:02:22 PM,2100 Block of 19TH AVE,SF,94116,B08,40,7417,3,3,3,true,,1,ENGINE,1,8,7,West of Twin Peaks,"(37.7477208608215, -122.475835310645)",001150264-E40
001150265,E18,00034298,Alarms,04/24/2000,04/24/2000,04/24/2000 08:09:54 PM,04/24/2000 08:10:16 PM,04/24/2000 08:10:27 PM,04/24/2000 08:11:47 PM,04/24/2000 08:13:35 PM,,,Other,04/24/2000 08:14:27 PM,39TH AV/ORTEGA ST,SF,94116,B08,18,7623,3,3,3,true,,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7514263278688, -122.497770413464)",001150265-E18
001150266,M09,00034299,Medical Incident,04/24/2000,04/24/2000,04/24/2000 08:09:55 PM,04/24/2000 08:12:06 PM,04/24/2000 08:12:24 PM,04/24/2000 08:13:44 PM,04/24/2000 08:18:08 PM,04/24/2000 08:26:43 PM,04/24/2000 08:37:33 PM,Other,04/24/2000 08:47:11 PM,0 Block of TURNER TER,SF,94107,B10,37,2542,3,3,3,true,,1,MEDIC,2,10,10,Potrero Hill,"(37.7566399872109, -122.395114989)",001150266-M09
001150267,M17,00034300,Medical Incident,04/24/2000,04/24/2000,04/24/2000 08:10:34 PM,04/24/2000 08:14:16 PM,04/24/2000 08:14:53 PM,04/24/2000 08:17:02 PM,04/24/2000 08:19:02 PM,04/24/2000 08:28:06 PM,04/24/2000 08:55:22 PM,Other,04/24/2000 09:21:25 PM,0 Block of GARLINGTON CT,SF,94124,B10,17,6622,3,3,3,true,,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7325028766117, -122.384356163358)",001150267-M17
001150268,E02,00034301,Alarms,04/24/2000,04/24/2000,04/24/2000 08:22:42 PM,04/24/2000 08:23:11 PM,04/24/2000 08:23:36 PM,,04/24/2000 08:26:35 PM,,,Other,04/24/2000 08:29:21 PM,600 Block of LOMBARD ST,SF,94133,B01,28,1346,3,3,3,false,,1,ENGINE,2,1,3,North Beach,"(37.8029850565766, -122.41222223167)",001150268-E02
001150269,RA13,00034302,Medical Incident,04/24/2000,04/24/2000,04/24/2000 08:22:54 PM,04/24/2000 08:24:33 PM,04/24/2000 08:25:14 PM,04/24/2000 08:25:53 PM,04/24/2000 08:29:31 PM,04/24/2000 08:37:19 PM,04/24/2000 08:52:01 PM,Other,04/24/2000 09:05:40 PM,5TH ST/MARKET ST,SF,94103,B03,01,1364,1,1,2,false,,1,AIRPORT,1,3,6,South of Market,"(37.7839914857614, -122.408066547804)",001150269-RA13
001150270,M01,00034303,Medical Incident,04/24/2000,04/24/2000,04/24/2000 08:22:15 PM,04/24/2000 08:24:47 PM,04/24/2000 08:25:55 PM,04/24/2000 08:27:26 PM,04/24/2000 08:32:03 PM,04/24/2000 08:40:58 PM,04/24/2000 08:50:48 PM,Other,04/24/2000 09:09:38 PM,700 Block of NATOMA ST,SF,94103,B02,27,2318,2,2,2,true,,1,MEDIC,1,2,6,South of Market,"(37.7760099210785, -122.412889415461)",001150270-M01
001150271,E44,00034304,Other,04/24/2000,04/24/2000,04/24/2000 08:25:57 PM,04/24/2000 08:26:39 PM,04/24/2000 08:26:53 PM,04/24/2000 08:28:20 PM,04/24/2000 08:29:15 PM,,,Other,04/24/2000 08:33:56 PM,3100 Block of SAN BRUNO AVE,SF,94134,B10,44,6277,3,3,3,true,,1,ENGINE,1,10,9,Portola,"(37.7220016138662, -122.401341444894)",001150271-E44
001150273,M07,00034306,Medical Incident,04/24/2000,04/24/2000,04/24/2000 08:40:20 PM,04/24/2000 08:42:40 PM,04/24/2000 08:44:22 PM,04/24/2000 08:45:31 PM,04/24/2000 08:49:40 PM,04/24/2000 08:55:47 PM,04/24/2000 08:58:47 PM,Other,04/24/2000 09:15:10 PM,24TH ST/MISSION ST,SF,94110,B06,11,5525,2,2,2,true,,1,MEDIC,1,6,9,Mission,"(37.7522394549791, -122.418445272851)",001150273-M07
001150274,E40,00034307,Citizen Assist / Service Call,04/24/2000,04/24/2000,04/24/2000 08:55:38 PM,04/24/2000 08:56:46 PM,04/24/2000 08:57:15 PM,04/24/2000 08:58:20 PM,04/24/2000 09:01:43 PM,,,Other,04/24/2000 09:09:36 PM,2500 Block of ULLOA ST,SF,94116,B08,40,7466,3,3,3,true,,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7408837348918, -122.483601173504)",001150274-E40
001150275,E25,00034308,Structure Fire,04/24/2000,04/24/2000,04/24/2000 08:49:54 PM,04/24/2000 08:58:56 PM,04/24/2000 09:00:01 PM,04/24/2000 09:00:54 PM,04/24/2000 09:02:16 PM,,,Other,04/24/2000 09:02:43 PM,3RD ST/JERROLD AV,SF,94124,B10,25,6467,3,3,3,false,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7387419299442, -122.389310056266)",001150275-E25
001150275,T09,00034308,Structure Fire,04/24/2000,04/24/2000,04/24/2000 08:49:54 PM,04/24/2000 08:58:56 PM,04/24/2000 09:00:01 PM,04/24/2000 09:01:21 PM,,,,Other,04/24/2000 09:04:40 PM,3RD ST/JERROLD AV,SF,94124,B10,25,6467,3,3,3,true,,1,TRUCK,2,10,10,Bayview Hunters Point,"(37.7387419299442, -122.389310056266)",001150275-T09
001150276,E01,00034309,Alarms,04/24/2000,04/24/2000,04/24/2000 09:10:21 PM,04/24/2000 09:10:38 PM,04/24/2000 09:10:55 PM,04/24/2000 09:12:14 PM,04/24/2000 09:14:29 PM,,,Other,04/24/2000 09:19:25 PM,1000 Block of MISSION ST,SF,94103,B03,01,2251,3,3,3,false,,1,ENGINE,1,3,6,South of Market,"(37.7800525030811, -122.40977382526)",001150276-E01
001150276,T01,00034309,Alarms,04/24/2000,04/24/2000,04/24/2000 09:10:21 PM,04/24/2000 09:10:38 PM,04/24/2000 09:10:55 PM,04/24/2000 09:12:34 PM,04/24/2000 09:14:35 PM,,,Other,04/24/2000 09:19:25 PM,1000 Block of MISSION ST,SF,94103,B03,01,2251,3,3,3,true,,1,TRUCK,2,3,6,South of Market,"(37.7800525030811, -122.40977382526)",001150276-T01
001150277,RA32,00034310,Medical Incident,04/24/2000,04/24/2000,04/24/2000 09:27:51 PM,04/24/2000 09:31:08 PM,04/24/2000 09:39:14 PM,04/24/2000 09:41:11 PM,04/24/2000 09:56:10 PM,04/24/2000 10:13:34 PM,04/24/2000 10:30:00 PM,Other,04/24/2000 10:53:43 PM,500 Block of OAK PARK DR,SF,94131,B08,20,5375,1,1,2,true,,1,AIRPORT,1,8,7,Inner Sunset,"(37.7559153243809, -122.46048236345)",001150277-RA32
001150278,D3,00034311,Structure Fire,04/24/2000,04/24/2000,04/24/2000 09:42:12 PM,04/24/2000 09:43:08 PM,04/24/2000 09:43:34 PM,04/24/2000 09:45:56 PM,04/24/2000 09:46:02 PM,,,Other,04/24/2000 09:49:30 PM,100 Block of ALBION ST,SF,94110,B02,07,5247,3,3,3,true,,1,CHIEF,1,2,8,Mission,"(37.7636452868367, -122.422667774315)",001150278-D3
001150278,E07,00034311,Structure Fire,04/24/2000,04/24/2000,04/24/2000 09:42:12 PM,04/24/2000 09:43:08 PM,04/24/2000 09:43:34 PM,04/24/2000 09:44:36 PM,04/24/2000 09:46:11 PM,,,Other,04/24/2000 09:54:24 PM,100 Block of ALBION ST,SF,94110,B02,07,5247,3,3,3,false,,1,ENGINE,2,2,8,Mission,"(37.7636452868367, -122.422667774315)",001150278-E07
001150278,T07,00034311,Structure Fire,04/24/2000,04/24/2000,04/24/2000 09:42:12 PM,04/24/2000 09:43:08 PM,04/24/2000 09:43:34 PM,04/24/2000 09:44:34 PM,04/24/2000 09:51:34 PM,,,Other,04/24/2000 09:51:55 PM,100 Block of ALBION ST,SF,94110,B02,07,5247,3,3,3,false,,1,TRUCK,6,2,8,Mission,"(37.7636452868367, -122.422667774315)",001150278-T07
001150279,RA13,00034312,Medical Incident,04/24/2000,04/24/2000,04/24/2000 09:42:57 PM,04/24/2000 09:45:19 PM,04/24/2000 09:46:47 PM,04/24/2000 09:48:12 PM,04/24/2000 10:02:23 PM,04/24/2000 10:14:42 PM,04/24/2000 10:29:04 PM,Other,04/24/2000 10:48:40 PM,400 Block of 7TH ST,SF,94103,B03,27,0231,1,1,2,false,,1,AIRPORT,1,3,6,South of Market,"(37.7746534767072, -122.405118197249)",001150279-RA13
001150280,T01,00034313,Alarms,04/24/2000,04/24/2000,04/24/2000 09:47:45 PM,04/24/2000 09:48:10 PM,04/24/2000 09:48:33 PM,04/24/2000 09:50:24 PM,04/24/2000 09:52:24 PM,,,Other,04/24/2000 09:58:07 PM,1000 Block of MISSION ST,SF,94103,B03,01,2251,3,3,3,true,,1,TRUCK,2,3,6,South of Market,"(37.7800525030811, -122.40977382526)",001150280-T01
